referrer_id,referee_id,cluster_id
u_572f4826b1,u_a804ef08a7,ring_38
u_572f4826b1,u_5a2846e579,ring_38
u_572f4826b1,u_0d8a4c552c,ring_38
u_572f4826b1,u_6966990424,ring_38
u_572f4826b1,u_7f921ac868,ring_38
u_f5aebce744,u_0701b38ee2,ring_39
u_f5aebce744,u_6297a6274d,ring_39
u_f5aebce744,u_54830ef814,ring_39
u_f5aebce744,u_3f72332144,ring_39
u_f5aebce744,u_bbd09353f4,ring_39
u_f5aebce744,u_773c34d124,ring_39
u_f5aebce744,u_8af7f7bab3,ring_39
u_f5aebce744,u_a917673c00,ring_39
u_f5aebce744,u_9a7af24ec1,ring_39
u_f5aebce744,u_7583437b16,ring_39
u_f5aebce744,u_7bc756d302,ring_39
u_f5aebce744,u_6d7139ca2e,ring_39
u_f5aebce744,u_1a012bc1c2,ring_39
u_a2ec805106,u_5a5593a226,ring_40
u_a2ec805106,u_0df44e5752,ring_40
u_a2ec805106,u_a824e200cb,ring_40
u_a2ec805106,u_a9c9792374,ring_40
u_a2ec805106,u_dd649212b7,ring_40
u_a2ec805106,u_f8fc8e1ae7,ring_40
u_a2ec805106,u_38f504ccc4,ring_40
u_a2ec805106,u_35c0d4a01c,ring_40
u_a2ec805106,u_1e78f6b5aa,ring_40
u_a2ec805106,u_48ad43dbeb,ring_40
u_a2ec805106,u_f6c2c78782,ring_40
u_a2ec805106,u_2dfa98a52a,ring_40
u_a2ec805106,u_0056e1e75f,ring_40
u_635fa070be,u_d5469f7f17,ring_41
u_635fa070be,u_10c7412644,ring_41
u_635fa070be,u_348c790677,ring_41
u_635fa070be,u_ab8ba9b747,ring_41
u_635fa070be,u_28d83378e0,ring_41
u_635fa070be,u_21f1f86f8b,ring_41
u_635fa070be,u_e7f5a4b456,ring_41
u_635fa070be,u_d44fdbb312,ring_41
u_635fa070be,u_ce01419cb9,ring_41
u_635fa070be,u_b48f577974,ring_41
u_635fa070be,u_9969800ea0,ring_41
u_635fa070be,u_ed4bf77269,ring_41
u_635fa070be,u_1aa3b30f7a,ring_41
u_43f32b22c9,u_58212764d8,ring_42
u_43f32b22c9,u_f794e876f9,ring_42
u_43f32b22c9,u_bf9669e3b9,ring_42
u_43f32b22c9,u_1b0ce6cb81,ring_42
u_6abac31795,u_15c8db51eb,ring_43
u_6abac31795,u_ae2456a004,ring_43
u_6abac31795,u_634dd5a4ec,ring_43
u_6abac31795,u_2ddffaf49c,ring_43
u_6abac31795,u_88b0066f42,ring_43
u_6abac31795,u_66c95b6fc7,ring_43
u_6abac31795,u_9f222b93c2,ring_43
u_6abac31795,u_388de224aa,ring_43
u_6abac31795,u_35867158da,ring_43
u_6abac31795,u_0de5864a82,ring_43
u_2d6bb20691,u_e3fd55a104,ring_44
u_2d6bb20691,u_7042598a2c,ring_44
u_2d6bb20691,u_7c2d32996e,ring_44
u_2d6bb20691,u_cf5a62138d,ring_44
u_2d6bb20691,u_45cb57c513,ring_44
u_2d6bb20691,u_e1f45e7a9b,ring_44
u_2d6bb20691,u_ca6821ac39,ring_44
u_2d6bb20691,u_98aa929fb2,ring_44
u_1916314512,u_7e95508830,ring_45
u_1916314512,u_99b42b95dd,ring_45
u_1916314512,u_6195e6652e,ring_45
u_57554d9659,u_d9257a9acc,ring_46
u_57554d9659,u_76f866589d,ring_46
u_57554d9659,u_6645925b44,ring_46
u_57554d9659,u_802d93ae09,ring_46
u_57554d9659,u_6a33c08c1c,ring_46
u_57554d9659,u_c568b75a8a,ring_46
u_57554d9659,u_aa645ddb96,ring_46
u_57554d9659,u_4d85b03eea,ring_46
u_57554d9659,u_56bca3204b,ring_46
u_57554d9659,u_b0e6c87314,ring_46
u_6acba889ee,u_589a174461,ring_47
u_6acba889ee,u_35dcdc2acb,ring_47
u_6acba889ee,u_044ffa6665,ring_47
u_6acba889ee,u_e04d61d72b,ring_47
u_6acba889ee,u_f3a4fffaaa,ring_47
u_6948abc4c9,u_8aea75c4df,ring_48
u_6948abc4c9,u_b9971bad5e,ring_48
u_6948abc4c9,u_5adcf8dc2a,ring_48
u_6948abc4c9,u_8db3d5cbd6,ring_48
u_6948abc4c9,u_7fa346b2f9,ring_48
u_6948abc4c9,u_54a9f3ff56,ring_48
u_6948abc4c9,u_b4f21c500b,ring_48
u_6948abc4c9,u_d79a3c4dc9,ring_48
u_6948abc4c9,u_74efbe7743,ring_48
u_6948abc4c9,u_6cf28c41a0,ring_48
u_6948abc4c9,u_ce10a1b7e4,ring_48
u_6948abc4c9,u_22fd78c531,ring_48
u_6948abc4c9,u_70714b3463,ring_48
u_8363611ae1,u_c3f3197114,ring_49
u_8363611ae1,u_efb90709aa,ring_49
u_8363611ae1,u_dd47513074,ring_49
u_8363611ae1,u_1121a9df8a,ring_49
u_8363611ae1,u_84e9899209,ring_49
u_8363611ae1,u_229b7a82b5,ring_49
u_8363611ae1,u_b56fb8d386,ring_49
u_8363611ae1,u_fc293e6e3d,ring_49
u_8363611ae1,u_2de243c5aa,ring_49
u_8363611ae1,u_672a3b93a6,ring_49
u_8363611ae1,u_fbfe4fadc6,ring_49
u_8363611ae1,u_2862cec253,ring_49
u_96b225682f,u_dc624bfd63,ring_50
u_96b225682f,u_694e74c3ef,ring_50
u_96b225682f,u_d7be046973,ring_50
u_96b225682f,u_a33abe9927,ring_50
u_96b225682f,u_50e77b56e5,ring_50
u_96b225682f,u_7038f77b95,ring_50
u_bae6d1253d,u_469d3bcc3f,ring_51
u_bae6d1253d,u_8f6cddd0bf,ring_51
u_bae6d1253d,u_6376856613,ring_51
u_bae6d1253d,u_514af9ab6d,ring_51
u_bae6d1253d,u_285fd4a285,ring_51
u_bae6d1253d,u_da3f1aefd5,ring_51
u_a36600fb3f,u_5ee84cafa2,ring_52
u_a36600fb3f,u_e1a7db75cb,ring_52
u_a36600fb3f,u_d912057a11,ring_52
u_a36600fb3f,u_9ab03c84dd,ring_52
u_a36600fb3f,u_aaf201fd88,ring_52
u_a36600fb3f,u_0f94e25e4a,ring_52
u_a36600fb3f,u_702c2e636c,ring_52
u_a36600fb3f,u_4ac0991893,ring_52
u_a36600fb3f,u_ff83a320be,ring_52
u_a36600fb3f,u_77a4adc476,ring_52
u_a36600fb3f,u_7e8f2e993b,ring_52
u_b12d8d8b12,u_eba910062f,ring_53
u_b12d8d8b12,u_ca4659a9d3,ring_53
u_b12d8d8b12,u_9ccdfff904,ring_53
u_b12d8d8b12,u_8fa9123736,ring_53
u_2d39dbe98b,u_02a284467e,ring_54
u_2d39dbe98b,u_65054c5859,ring_54
u_2d39dbe98b,u_e59c30d753,ring_54
u_2d39dbe98b,u_b5772070d9,ring_54
u_2d39dbe98b,u_51b8ff0a68,ring_54
u_2d39dbe98b,u_939891eda7,ring_54
u_2d39dbe98b,u_841cbda242,ring_54
u_2d39dbe98b,u_c747926d42,ring_54
u_2d39dbe98b,u_c46a8db5b1,ring_54
u_2d39dbe98b,u_cada639c3f,ring_54
u_f3b6eafe91,u_5d1f716298,ring_55
u_f3b6eafe91,u_7b56bb4368,ring_55
u_f3b6eafe91,u_b3c1faaff5,ring_55
u_f3b6eafe91,u_a549ec2082,ring_55
u_f3b6eafe91,u_3c5a5689b6,ring_55
u_f3b6eafe91,u_d878d83de4,ring_55
u_f3b6eafe91,u_8af746d339,ring_55
u_f3b6eafe91,u_5c6ddc7660,ring_55
u_d95d1cdf13,u_3c2fc7f335,ring_56
u_d95d1cdf13,u_fdc6f66935,ring_56
u_d95d1cdf13,u_ad1a303370,ring_56
u_d95d1cdf13,u_0fb04f8efd,ring_56
u_d95d1cdf13,u_5f0caa5ec5,ring_56
u_99fb7e928e,u_c57c2147a7,ring_57
u_99fb7e928e,u_08b98b6530,ring_57
u_99fb7e928e,u_df1f9b4bb3,ring_57
u_99fb7e928e,u_4c4ff475b1,ring_57
u_99fb7e928e,u_4f2633da2d,ring_57
u_99fb7e928e,u_00aa6cf931,ring_57
u_99fb7e928e,u_68b76545d0,ring_57
u_ef00897920,u_8bbaae6c52,ring_58
u_ef00897920,u_6fb7fc003e,ring_58
u_ef00897920,u_a4f476e6ce,ring_58
u_ef00897920,u_fb12d1dfdd,ring_58
u_77908ec501,u_251fb946b4,ring_59
u_77908ec501,u_1a314ac89b,ring_59
u_77908ec501,u_1fde2454c4,ring_59
u_77908ec501,u_990b4d8054,ring_59
u_77908ec501,u_bc592328fb,ring_59
u_77908ec501,u_7b459c9fcc,ring_59
u_77908ec501,u_7abeb315b3,ring_59
u_77908ec501,u_794b0ed7f5,ring_59
u_77908ec501,u_f71937e817,ring_59
u_77908ec501,u_35547ac689,ring_59
u_77908ec501,u_d9b3c980ad,ring_59
u_77908ec501,u_359402b75b,ring_59
u_02ce7b4b22,u_da354bf0f4,ring_60
u_02ce7b4b22,u_0828404efa,ring_60
u_02ce7b4b22,u_36270f2995,ring_60
u_02ce7b4b22,u_f3dcba6639,ring_60
u_02ce7b4b22,u_efcf30a76c,ring_60
u_02ce7b4b22,u_1b7e898000,ring_60
u_02ce7b4b22,u_1ecff44edc,ring_60
u_02ce7b4b22,u_b409bcb201,ring_60
u_02ce7b4b22,u_f904104547,ring_60
u_02ce7b4b22,u_71adb9f74c,ring_60
u_02ce7b4b22,u_161f32dab3,ring_60
u_a28a4f77a2,u_8ae09dc9dc,ring_61
u_a28a4f77a2,u_d2f952e18b,ring_61
u_a28a4f77a2,u_8ce31a6b04,ring_61
u_a28a4f77a2,u_e94ed04ed4,ring_61
u_a28a4f77a2,u_5f394dbed3,ring_61
u_a28a4f77a2,u_578debae1f,ring_61
u_a28a4f77a2,u_fd184c696e,ring_61
u_a28a4f77a2,u_73048dc7cc,ring_61
u_a28a4f77a2,u_142d78a1ac,ring_61
u_d8cdaa9881,u_e2edefec01,ring_62
u_d8cdaa9881,u_d7bb5ccfb2,ring_62
u_d8cdaa9881,u_392cdc9b90,ring_62
u_d8cdaa9881,u_49c7315313,ring_62
u_d8cdaa9881,u_7ec6292353,ring_62
u_d80b2296da,u_1d4e4604aa,ring_63
u_d80b2296da,u_e7fbf3282e,ring_63
u_d80b2296da,u_35a0f7e5bc,ring_63
u_d80b2296da,u_28ad0a06bf,ring_63
u_d80b2296da,u_fcb3484d3e,ring_63
u_d80b2296da,u_0d9546d6d2,ring_63
u_d80b2296da,u_bc434630b4,ring_63
u_d80b2296da,u_bf7f4b3b94,ring_63
u_d80b2296da,u_c93ef3a5cf,ring_63
u_aa8f61f9ea,u_20583f23e1,ring_64
u_aa8f61f9ea,u_56bdbc7087,ring_64
u_aa8f61f9ea,u_d29c55c2b7,ring_64
u_aa8f61f9ea,u_c87557d8e7,ring_64
u_aa8f61f9ea,u_03fde9b1cb,ring_64
u_aa8f61f9ea,u_86359d3396,ring_64
u_aa8f61f9ea,u_4d64c5a622,ring_64
u_aa8f61f9ea,u_f05a26285f,ring_64
u_aa8f61f9ea,u_d884a8f32f,ring_64
u_aa8f61f9ea,u_d905524b54,ring_64
u_aa8f61f9ea,u_4dbb12b0a6,ring_64
u_aa8f61f9ea,u_9be89b92e8,ring_64
u_aa8f61f9ea,u_99c90813dc,ring_64
u_b37ea61734,u_d1f58c5bbb,ring_65
u_b37ea61734,u_c6b85b670a,ring_65
u_b37ea61734,u_ca93e1b758,ring_65
u_b37ea61734,u_89dd8b98f0,ring_65
u_b37ea61734,u_4802a14876,ring_65
u_b37ea61734,u_9597f72a2e,ring_65
u_b37ea61734,u_dc2e45df8b,ring_65
u_b37ea61734,u_4b3aadd695,ring_65
u_b37ea61734,u_ecf3412485,ring_65
u_b37ea61734,u_0079136388,ring_65
u_b37ea61734,u_5ffa989eeb,ring_65
u_c73834bb91,u_cb76ba6c77,ring_66
u_c73834bb91,u_b58ec44d42,ring_66
u_c73834bb91,u_098211447d,ring_66
u_c73834bb91,u_4db9245a5f,ring_66
u_c73834bb91,u_30ce2f2a48,ring_66
u_5e889b34f1,u_2f86ac996b,ring_67
u_5e889b34f1,u_2b00765d8b,ring_67
u_5e889b34f1,u_b3f9efd250,ring_67
u_5e889b34f1,u_0b471a924b,ring_67
u_5e889b34f1,u_cd7dd21499,ring_67
u_689982ab57,u_7cee5109e1,ring_68
u_689982ab57,u_48213f8d9c,ring_68
u_689982ab57,u_45e4b0839a,ring_68
u_689982ab57,u_fa97779023,ring_68
u_689982ab57,u_86b4aea106,ring_68
u_689982ab57,u_71d3867100,ring_68
u_689982ab57,u_81e15cd963,ring_68
u_689982ab57,u_ac6941cc6b,ring_68
u_689982ab57,u_52d3bf9d9a,ring_68
u_689982ab57,u_8198ab909b,ring_68
u_689982ab57,u_940bc4c138,ring_68
u_689982ab57,u_1e0e8b8d4a,ring_68
u_d567d3fe37,u_eb18fa20ec,ring_69
u_d567d3fe37,u_2fb519e8b8,ring_69
u_d567d3fe37,u_85102f12ef,ring_69
u_d567d3fe37,u_a7cea5f0ec,ring_69
u_d567d3fe37,u_07265b57d6,ring_69
u_d567d3fe37,u_6b1a510f46,ring_69
u_d567d3fe37,u_0cc713601c,ring_69
u_d567d3fe37,u_48538f9beb,ring_69
u_d567d3fe37,u_b414bda571,ring_69
u_d567d3fe37,u_018e88acfc,ring_69
u_340dc13cb8,u_2b4587156b,ring_70
u_340dc13cb8,u_59375b2ce4,ring_70
u_340dc13cb8,u_1d0b4803c8,ring_70
u_340dc13cb8,u_37e12d223b,ring_70
u_340dc13cb8,u_f7e845185e,ring_70
u_340dc13cb8,u_71ead1be7e,ring_70
u_340dc13cb8,u_19edbd5c6e,ring_70
u_5b848e64d0,u_e5f04c2d47,ring_71
u_5b848e64d0,u_1873ed2ddb,ring_71
u_5b848e64d0,u_cb4996cdcb,ring_71
u_5b848e64d0,u_3bb1285e00,ring_71
u_5b848e64d0,u_446877cf4d,ring_71
u_5b848e64d0,u_f3590a9eec,ring_71
u_5b848e64d0,u_99ffca90cf,ring_71
u_5b848e64d0,u_0f4ac048fc,ring_71
u_5b848e64d0,u_0c75326f41,ring_71
u_987bc40891,u_73cf7a53a1,ring_72
u_987bc40891,u_29f96befe1,ring_72
u_987bc40891,u_7421250235,ring_72
u_987bc40891,u_62b57ecc56,ring_72
u_2257078bc0,u_619b1277f3,ring_73
u_2257078bc0,u_8a8a560757,ring_73
u_2257078bc0,u_a599a99514,ring_73
u_2257078bc0,u_64868f21cf,ring_73
u_2257078bc0,u_fb5b2c0543,ring_73
u_e073705fa6,u_b3e2a74f79,ring_74
u_e073705fa6,u_5437d71749,ring_74
u_e073705fa6,u_ce4a892da2,ring_74
