cluster_id,cluster_size,n_referral_edges,referral_tree_depth,graph_density,fan_out_ratio,signup_span_hours,signups_per_hour,n_unique_devices,n_unique_ips,n_unique_instruments,device_reuse_ratio,ip_reuse_ratio,instrument_reuse_ratio,addr_concentration_ratio,top_instrument_share,top_device_share,avg_txn_post_signup,avg_txn_value_post_signup,avg_active_days_post_signup,pct_zero_engagement,total_bonus_claimed,avg_bonus_claimed,_true_cluster_type,label_fraud
comp_1007,1,0,0,0.023199069556690467,0.04112161163598072,0.0,0.6166533522306243,1,1,1,0.05710192130560972,0.0,0.0,0.034539041858920955,1.0,1.0,6.123202424435545,11643.253048330835,2.4003043941556887,0.09673516297331951,144.9020800447509,130.21409009678678,ORGANIC_SINGLE,0
comp_1008,1,0,0,0.099853428160833,0.0,0.0,1.1468402157408994,1,1,1,0.01686627983966377,0.057120436605661906,0.0762072730908967,0.01525566028354308,0.7816088986618248,0.8353773376761815,0.0,0.0,0.0,1.0,247.47430912657006,257.38330684595843,ORGANIC_SINGLE,0
comp_1009,1,0,0,0.17941534654901445,0.19644960741799683,0.0,1.0272611951825625,1,1,1,0.0,0.05980562468669198,0.0,0.170030512742687,0.6976129152300177,0.9395299351523285,23.51795537969466,72365.78682859203,94.32522668198071,0.0,311.6608676394443,241.5174124313814,ORGANIC_SINGLE,0
comp_101,7,6,1,0.19649909932737247,0.8725058898025706,4.157777777777778,1.7683276955659153,1,3,2,0.8524625655487335,0.7640056874901558,0.7137598935413767,0.5879407459365902,0.7366144041743061,1.0,0.335682951745121,552.4073898956499,1.697309696871365,0.8731361455475087,1259.5244394198687,184.70211881981925,FRAUD_RING,1
comp_1010,3,2,1,0.3942565244091311,0.7673358976011431,279.6457527130556,0.010295794835646101,3,3,3,0.11124851111332605,0.1671248670747494,0.0,0.6324326159448267,0.47232412925406037,0.13413371537920157,5.363042437262426,12737.641631201319,46.35085770096423,0.02691692991841266,769.2181416023171,311.1078683371355,FAMILY_FRIEND,0
comp_1011,1,0,0,0.0,0.0,0.0,1.118094813447279,1,1,1,0.0,0.0,0.0,0.06405890826494394,1.0,1.0,5.435996477797585,16957.85535842537,156.66347211056973,0.0,235.4137336374248,251.49379632570378,ORGANIC_SINGLE,0
comp_1012,1,0,0,0.0,0.0,0.0,0.7956038732141316,1,1,1,0.0,0.0,0.10992556404549465,0.0,0.9182501620370113,0.9786931673950533,11.752945134586732,23637.135256612597,30.30086291422394,0.0,89.70535997146546,96.20835590527494,ORGANIC_SINGLE,0
comp_1013,1,0,0,0.5083681579055921,0.12175471051189511,0.0,0.7240514268796767,1,1,1,0.0,0.0,0.0,0.04082086057462738,0.8990595981401088,0.9625741365482186,35.585426790063146,60193.720426347754,150.5250239342555,0.0,134.56630853407393,134.38980612937664,ORGANIC_SINGLE,0
comp_1014,6,5,1,0.3415939912202949,0.7328870141939258,458.88197008361107,0.014956537509391955,4,5,5,0.1270072949677372,0.4350398918087209,0.11184552477365142,0.10220359528659084,0.46368511802700696,0.5852056139473544,17.616902906414325,27903.38047938832,122.38074185611681,0.4529101114935693,1165.9067539091234,242.71689883377582,FAMILY_FRIEND,0
comp_1015,13,12,1,0.0,0.7924653829395145,5.177777777777778,2.823956991766006,1,4,1,0.628399317030246,0.7629680466744418,0.7954835125592534,0.7433502244011227,0.9554026451262175,0.8709434549733006,1.0630619158588384,1553.1216114856288,2.8600704887252673,0.6070389093929824,3876.2564443017227,285.5008818185742,FRAUD_RING,1
comp_1016,1,0,0,0.04011608201198536,0.06264091463708239,0.0,1.1962752078299597,1,1,1,0.0,0.22310699556210034,0.08132771315478085,0.1803479070434107,0.7487159631388751,0.733555611294429,3.736793410467487,6219.645606644267,86.93793173630333,0.0,431.5004065275997,491.9663074824784,ORGANIC_SINGLE,0
comp_1017,5,4,1,0.26521020091942515,1.0,22.407699230555554,0.25621816045920986,5,2,3,0.0,0.5489606106933592,0.32987864358377583,0.57885084680019,0.7095961235243282,0.2051770581064976,9.951046756777137,22180.488156839878,86.3607373257027,0.0,939.3961033338668,187.62755904863317,FAMILY_FRIEND,0
comp_1018,1,0,0,0.0,0.0,0.0,0.6576625925823416,1,1,1,0.043402297411472245,0.0,0.00714544513016989,0.16104784506427483,1.0,0.8870512669590236,51.59822201918487,61258.4825737897,79.08862892721106,0.0,76.43035650732975,77.9582509100171,ORGANIC_SINGLE,0
comp_1019,1,0,0,0.0,0.0,0.0,0.6699118458708128,1,1,1,0.025080173859876025,0.24507402518358246,0.05738425343216761,0.0,1.0,0.9692083666185999,4.940206994927943,8506.492236376345,94.59343963065751,0.0,116.40433813319332,116.37116723056783,ORGANIC_SINGLE,0
comp_102,13,12,1,0.15948832768935312,0.9982328031127965,3.852777777777778,2.6322062565459827,2,2,1,0.8162448950130534,0.8610526635571786,0.6841900954404738,0.7737702015907522,1.0,0.3654698946243644,1.0708011530627959,1653.4755392706315,15.53359850154409,0.6015134024197399,4441.157406247211,312.98393195308626,FRAUD_RING,1
comp_1020,1,0,0,0.2593294166044978,0.09229337964520178,0.0,1.8801134359424208,1,1,1,0.0,0.021309616568476974,0.0674484983761862,0.0,1.0,0.8525904833777296,51.72696097713983,42928.37608160778,85.47728928427583,0.0,517.8797705905719,477.76452840966573,ORGANIC_SINGLE,0
comp_1021,1,0,0,0.25274457146789137,0.014865435963438086,0.0,1.2256134049106024,1,1,1,0.0,0.008874106399514636,0.0,0.0,1.0,0.8381843073308923,1.6601859997843267,1407.8797195784664,0.0,0.06649918478644047,451.80298260078047,423.9047423142901,ORGANIC_SINGLE,0
comp_1022,5,4,1,0.13507616681119383,0.5145660135559202,1.698888888888889,2.0071036413564496,2,2,1,0.5922398487358285,0.7031478597565842,0.7618278010607941,0.6655561794398874,0.9748361933999671,0.5984350549361999,1.584538153586995,4103.573584823462,3.2535086938937496,0.40012570706144324,1402.0696536085097,289.1658648028947,FRAUD_RING,1
comp_1023,3,2,1,0.2740739230022629,0.7940469922809132,88.30981746083334,0.04768832688566773,2,2,2,0.3514627710938626,0.4186346588334432,0.31640230624414717,0.04416232144529502,0.33561113928617153,0.5384510773376839,7.697214686868824,12147.4319019093,102.80055969311272,0.0,884.9961692587981,343.710055552651,FAMILY_FRIEND,0
comp_1024,5,4,1,0.117501983940442,0.6800644861362475,66.66762123166667,0.0969280819912038,5,3,5,0.0,0.14551415181345345,0.1207497004791225,0.5023204510730124,0.24886721971482353,0.07640639458291937,15.953342255386058,24729.665952329095,151.25354810582127,0.0,1294.0286405936852,274.7165275115676,FAMILY_FRIEND,0
comp_1025,2,1,1,0.5288857237050887,0.8386078173623281,6.55327793,0.26022677940748423,2,1,2,0.0,0.6739029528211767,0.11022013842291196,0.6994683835092884,0.478773268074913,0.5041541748682975,5.6431045592044375,10539.515368922717,36.16793932248803,0.0,237.38262431785964,100.95052573350755,FAMILY_FRIEND,0
comp_1026,1,0,0,0.13072334711784958,0.0,0.0,1.2651200362193755,1,1,1,0.0,0.0,0.26379746257179815,0.13472042688368543,1.0,1.0,51.35236813938614,59987.196591539665,14.364486302409798,0.0,191.08834162927837,177.16902291479718,ORGANIC_SINGLE,0
comp_1027,1,0,0,0.0,0.039733315238390784,0.0,1.0609260110171252,1,1,1,0.0,0.0,0.026360912951763755,0.22312494975760772,1.0,0.9024376757542185,32.110419151239554,44679.11543201732,63.843759167465834,0.4098539629085356,216.41611959831073,181.58427978192648,ORGANIC_SINGLE,0
comp_1028,3,2,1,0.29730313477716247,0.6623536803085508,467.80645230305555,0.006430199607220647,2,3,3,0.5030771130751059,0.27638859889394635,0.0,0.5106804936313535,0.41054198112833423,0.41618464268740724,33.64508776290914,28542.006880396202,52.07855958986171,0.0,1101.5590725804223,389.9022137363096,FAMILY_FRIEND,0
comp_1029,1,0,0,0.0,0.03654605207807865,0.0,1.1035517750938042,1,1,1,0.0,0.14728937726091543,0.0,0.0,1.0,1.0,21.650040588658083,48373.95272250961,50.533447189324896,0.0,71.72182322559547,63.528925820027766,ORGANIC_SINGLE,0
comp_103,6,5,1,0.03459838213361727,1.0,145.5247779038889,0.06194459496154109,6,5,4,0.0,0.11255697819580254,0.4309518714558046,0.734760512653626,0.49048658081504337,0.0,5.26972314719256,20774.228708228686,100.25682115388194,0.14247654793989833,1536.9538533153018,279.15898756488446,FAMILY_FRIEND,0
comp_1030,1,0,0,0.0,0.0,0.0,1.261481056763276,1,1,1,0.14150237878130784,0.0,0.2394522215894677,0.0,0.9953320126432542,0.8590269371103644,5.503240057762846,10692.58409172239,32.878048386231036,0.0,136.57662197528407,175.396134433992,ORGANIC_SINGLE,0
comp_1031,3,2,1,0.6210641109036856,0.8354147029045245,391.94228897694444,0.004220998891232985,3,3,3,0.0,0.025861963295402583,0.05089894152918294,0.7164261002358744,0.2022897841921036,0.27856589575363955,4.215187820737873,5938.45324881751,58.87932859933778,0.26255075251067944,695.7462460857201,270.9646540412088,FAMILY_FRIEND,0
comp_1032,1,0,0,0.27392077936686904,0.005967954124437521,0.0,0.8120844029553652,1,1,1,0.0,0.08618493149686275,0.0,0.0,0.9532517233737522,1.0,1.5291807175088177,661.4335507721482,0.0,0.0,449.22504894639644,442.4617420051991,ORGANIC_SINGLE,0
comp_1033,6,5,1,0.3961935659752629,0.7819735709179684,26.237725506666667,0.36622007367972653,5,1,5,0.18434092958658352,0.8204476519179416,0.20764691939316465,0.4878779957720601,0.368850345533735,0.34341383477959536,13.659638849243846,23113.385345385777,42.32384255364014,0.11968635902788914,2278.5667866832223,318.2314222839298,FAMILY_FRIEND,0
comp_1034,3,2,1,0.05832205822504932,0.7939439671814893,17.455192108055556,0.3662983878704333,2,2,3,0.3435384172141433,0.13396708382023967,0.03819828142374532,0.6919079407276005,0.5022011341838539,0.7038851191520556,17.044764702877604,22447.414603976187,96.28915558981971,0.04160876684099083,837.5494820546603,218.19353072367267,FAMILY_FRIEND,0
comp_1035,6,5,1,0.20921142521286595,0.8926817385028861,23.512037418888887,0.17546541825678283,6,2,5,0.0,0.5401565922102725,0.1715222004988953,0.5869670934185448,0.21984173849844246,0.14701804736986532,26.165428986041476,31498.716476436897,56.5119314690255,0.17480739711694165,2016.7290825815398,313.3498146231606,FAMILY_FRIEND,0
comp_1036,1,0,0,0.3801398170635396,0.0,0.0,1.4890378867295182,1,1,1,0.012182436860321295,0.0,0.0,0.29020042816910574,1.0,1.0,1.2128784835647253,7035.073924989916,11.632545003841193,0.0,427.93438828108935,381.5081861555642,ORGANIC_SINGLE,0
comp_1037,1,0,0,0.06030754455380311,0.0,0.0,0.6032983214822387,1,1,1,0.21741174747864603,0.034463445246897505,0.0,0.0,1.0,1.0,23.26725468871543,35996.38471476709,62.068502214986225,0.15875853411643595,342.58303107186845,348.08273208341325,ORGANIC_SINGLE,0
comp_1038,1,0,0,0.0,0.07314117219989039,0.0,1.5392596610530582,1,1,1,0.0,0.13110671251349043,0.0,0.043494473014460036,0.7903506301863625,0.913215902240972,0.0,0.0,2.210998347767452,0.9100189886752444,398.1527340983147,498.24616239655677,ORGANIC_SINGLE,0
comp_1039,1,0,0,0.0894229627822932,0.5511880671649751,0.0,0.9232694243468171,1,1,1,0.13750123008345572,0.16406383649372447,0.15731165034393857,0.17395909650254887,0.9614731157806211,0.9648936670324183,1.3346047691003895,2627.268274775719,23.207598129049252,0.09214437908820587,153.03364583221912,157.8083464654152,ORGANIC_SINGLE,0
comp_104,1,0,0,0.0,0.0,0.0,1.490767854430042,1,1,1,0.019096644111453,0.0,0.03174749915055133,0.0,1.0,0.7856059388748092,21.71783189446698,37688.9665567422,92.32214373666355,0.0,398.7048447517333,387.2969154697745,ORGANIC_SINGLE,0
comp_1040,3,2,1,0.26168790607565395,0.773522542251969,378.71557410944445,0.009784771558145026,3,3,3,0.0,0.03760404531272881,0.0,0.6687085096792167,0.4937699439221136,0.43548257458234607,8.161935136517474,16006.03607531645,12.017917998566293,0.07814174451469666,629.7270420493712,157.09202744672538,FAMILY_FRIEND,0
comp_1041,1,0,0,0.03459169202256734,0.0,0.0,0.764798348876283,1,1,1,0.3200666474147877,0.08865116700761659,0.0007433778984048089,0.2626672965538117,1.0,0.9658861284740532,6.036678590704099,5303.813982490177,16.28135457933148,0.19182197038023754,192.11218832325298,198.35537692545228,ORGANIC_SINGLE,0
comp_1042,1,0,0,0.07024166074697703,0.5618827266738767,0.0,0.7180186758258986,1,1,1,0.12196155393355389,0.0,0.0,0.0,1.0,1.0,27.195762566980104,46595.04975356172,62.36695324273572,0.0,230.90802893732186,220.1897439861077,ORGANIC_SINGLE,0
comp_1043,1,0,0,0.0,0.0,0.0,0.6545643968102566,1,1,1,0.0,0.0,0.2973019558814375,0.16880255183289614,0.9963659160789674,0.8916760820360307,2.5465218435026227,4085.778799501905,14.565672234050597,0.0,308.13575064405126,336.02062266329676,ORGANIC_SINGLE,0
comp_1044,1,0,0,0.0,0.0,0.0,0.5364755975621872,1,1,1,0.011922596603434149,0.3398186210779989,0.0284563603495372,0.048231358009218635,0.8682568545793546,1.0,1.3979214598120833,1631.7114160331926,15.388353088430899,0.04427356862413896,239.2605349144858,226.52600009300843,ORGANIC_SINGLE,0
comp_1045,1,0,0,0.0,0.0,0.0,0.3282908520290066,1,1,1,0.09227033338722965,0.03281968215681692,0.0,0.03824898729250845,0.9932639911099941,0.8540313798207041,62.517898548773644,30160.27174783295,85.4156803162217,0.0,292.6624049712131,301.40885625942815,ORGANIC_SINGLE,0
comp_1046,1,0,0,0.0,0.11661825851710825,0.0,0.6937176715015381,1,1,1,0.0,0.14127342784144448,0.11921657710363631,0.11652898087817283,0.9960133412782988,0.7341922512886855,3.703826388066898,8732.27195533691,28.795989251973612,0.2660354579479649,446.14493549075326,499.65238044608236,ORGANIC_SINGLE,0
comp_1047,5,4,1,0.30862896876971935,0.8306389265980336,22.79817625722222,0.2260602829307795,4,1,5,0.3092656427512329,0.7304265142805679,0.0,0.5647653557094658,0.24047095249455,0.26353737227580876,33.17583490901215,44465.80006755611,37.99810071672444,0.0,875.8569174742734,198.70530686003607,FAMILY_FRIEND,0
comp_1048,1,0,0,0.008436750775956809,0.07450912164028557,0.0,0.8832557662222728,1,1,1,0.0,0.006681190625003813,0.08390185346243753,0.0,0.861280333578069,1.0,4.62250534763551,8710.254362436439,9.992293025809614,0.0,334.09888594612516,429.1064786641597,ORGANIC_SINGLE,0
comp_1049,9,8,1,0.07630826499498419,0.8927528731346227,1.6894444444444445,6.3604436122796715,1,1,2,0.9956484986223813,0.614596263449275,0.7810120941031493,1.0,0.7979141635364059,1.0,1.6815936204537152,2051.686740496772,3.5953590855081248,0.7436026042139179,2614.6971113035875,305.44111239337735,FRAUD_RING,1
comp_105,5,4,1,0.0,1.0,352.4633340341666,0.012113450617489028,5,3,5,0.2301636146649843,0.3959888291864676,0.0,0.8436793148250585,0.08821994926619808,0.060689291100155224,15.504582346560271,19637.035230914564,55.39032873657621,0.0,2604.4558128278563,469.57013895354066,FAMILY_FRIEND,0
comp_1050,5,4,1,0.3756439219247301,1.0,523.500056273889,0.011934945735017062,5,3,4,0.0,0.5907644745638951,0.2993619712227028,0.28149655352874237,0.5093844341731293,0.34959275610702645,17.584467088038423,21430.62829192428,55.982850253786424,0.10958485667178224,1545.761886481324,253.3595066168503,FAMILY_FRIEND,0
comp_1051,1,0,0,0.0,0.19391770011512624,0.0,1.1642120471784225,1,1,1,0.03250217766233745,0.3358237725518333,0.0,0.0,1.0,0.915914889851345,5.830034933446367,9196.218013660995,26.316361576837394,0.0,435.3577917081442,352.8721845587914,ORGANIC_SINGLE,0
comp_1052,1,0,0,0.10314909243770562,0.0,0.0,0.8663482539515304,1,1,1,0.0,0.19146256443949283,0.20029080406064567,0.004661261790081794,0.8294066766783796,0.9172481932454193,26.3678798200051,45128.18049210874,139.8500245463097,0.09105762078889566,201.68143064476055,196.7545598806043,ORGANIC_SINGLE,0
comp_1053,1,0,0,0.0,0.0,0.0,0.6596469587284749,1,1,1,0.02036294579613293,0.10989695181356249,0.009041124575551167,0.19596330766683642,1.0,0.9504802567676297,21.281319699330304,31849.253417562286,22.040552784198336,0.23801157718608845,142.24167404798348,158.3194204859854,ORGANIC_SINGLE,0
comp_1054,1,0,0,0.12337359445874733,0.023343735783904633,0.0,0.5162949578959267,1,1,1,0.0,0.008474293528370772,0.0,0.14591738353848238,1.0,1.0,2.3066801270422257,3805.9346305155013,19.67033340842645,0.20645549265261454,325.2897352332361,337.16927966668675,ORGANIC_SINGLE,0
comp_1055,1,0,0,0.16210927088706154,0.14822363106362088,0.0,1.2588496809368308,1,1,1,0.0,0.0,0.0,0.0571321433029837,0.972318801835549,1.0,3.4301335759855185,11666.291851332879,96.01438136786807,0.0,304.52296479574755,281.8765394906959,ORGANIC_SINGLE,0
comp_1056,1,0,0,0.0,0.0,0.0,0.9870724654820953,1,1,1,0.0,0.0,0.241482070725784,0.0,1.0,1.0,4.869079492419745,9643.25424845303,28.07419356710222,0.0775414426829775,351.80059726058096,487.68822713800296,ORGANIC_SINGLE,0
comp_1057,1,0,0,0.0,0.2612179368474368,0.0,0.5283826650173798,1,1,1,0.14380221953606526,0.09805376458867389,0.21685288912345718,0.0,0.9271494654106982,0.7608858999483545,0.0,0.0,0.7291029688704784,1.0,245.14798573630912,213.74800426198289,ORGANIC_SINGLE,0
comp_1058,6,5,1,0.0,0.8936754309561616,400.1316185077778,0.011378415841312464,5,6,5,0.34990218785932775,0.0,0.0,0.07232668034942911,0.7365860589297203,0.3568951710853937,7.740812904941874,34738.04003930878,75.21309155659681,0.009675079079648144,1434.3646785025308,267.3726202761469,FAMILY_FRIEND,0
comp_1059,1,0,0,0.0,0.2627480334385716,0.0,0.8779231571063826,1,1,1,0.0,0.14930000215621864,0.24600119391998804,0.22914840106860182,1.0,1.0,0.5336518680819564,1438.94321907549,0.0,0.2851253269924491,227.4782266188194,275.2549265313145,ORGANIC_SINGLE,0
comp_106,14,13,1,0.0,0.7469193033345647,13.248055555555556,1.8194970949474307,2,3,9,0.7300000785849292,0.6282557217557267,0.3821154004037361,0.9377883651372395,0.07179803550499153,0.9673607684652794,3.24330815994669,3701.5632939317725,7.782048678278066,0.38148320508818245,3831.243529247545,249.30236728088136,FRAUD_RING,1
comp_1060,1,0,0,0.04089924007560224,0.0,0.0,1.4368919623232808,1,1,1,0.10350454761174749,0.0,0.0,0.21092749002428246,0.6090856006523091,0.8611369416349782,2.426963709808161,3281.7514175425167,37.42857730214472,0.26280041532130133,70.73974246952866,51.74064791646453,ORGANIC_SINGLE,0
comp_1061,1,0,0,0.31387932879720887,0.0,0.0,0.931235905557886,1,1,1,0.0,0.0,0.0,0.0,1.0,0.8868251885383416,1.9985575371877755,1464.1545437285847,4.930230836348212,0.0,312.4664980564129,317.4457846147969,ORGANIC_SINGLE,0
comp_1062,4,3,1,0.35132304996415264,0.6553460972870367,22.037260226666668,0.22989784934343047,4,1,4,0.0,0.4835390987609701,0.0,0.4444207768497481,0.2914215401662363,0.103570597825073,13.736744100914887,15251.488132743283,5.289839303448987,0.30625248428392404,1217.8977939863357,329.6315362377353,FAMILY_FRIEND,0
comp_1063,1,0,0,0.0,0.0,0.0,0.5941601950178814,1,1,1,0.0,0.0,0.21382444473109918,0.0,1.0,0.8953761676087472,0.0,0.0,4.128065594832931,0.8007905951544647,486.17953274343836,396.776607518619,ORGANIC_SINGLE,0
comp_1064,1,0,0,0.21237477119999118,0.0,0.0,0.8525232699646196,1,1,1,0.20112239636589116,0.18114134554256636,0.022435854171520785,0.032303147595370396,0.8477299225900694,1.0,7.827857844467058,6724.09077715161,8.54335326131834,0.0,309.65002747141045,294.89000036397977,ORGANIC_SINGLE,0
comp_1065,6,5,1,0.1300506107826922,1.0,21.05566161388889,0.24710480251653716,5,3,6,0.27697129075798754,0.46797569857414956,0.0,0.331776302202594,0.0,0.20577276655946244,8.885255161490957,17646.294371977212,23.27254860301733,0.25197910794391937,1311.0240721528671,197.3239631736424,FAMILY_FRIEND,0
comp_1066,1,0,0,0.1328990911913768,0.09243575478280917,0.0,0.6246428439597272,1,1,1,0.0,0.03497284287548818,0.3127555598662561,0.10794732467562178,0.7075369264567664,1.0,28.867471609569503,31340.999214942014,84.34749883246253,0.0,308.4509822460493,232.5924799362955,ORGANIC_SINGLE,0
comp_1067,2,1,1,0.5542780116287701,0.37294249199629415,13.543984857222222,0.22581587687926735,2,1,2,0.0,0.6852981696676841,0.1317641453184035,0.5940308216250076,0.9068179925654127,0.5022470411245034,15.16417091187515,19304.68826963893,65.77033945843812,4.5104172480469686e-05,521.7069764676025,243.34614398323424,FAMILY_FRIEND,0
comp_1068,1,0,0,0.0,0.0,0.0,0.8764167857403948,1,1,1,0.0,0.20145626910542078,0.0,0.0,1.0,0.8541271277265612,6.0284974839102015,16949.9669038565,84.0867737692432,0.0,307.67351554743567,293.7536235258291,ORGANIC_SINGLE,0
comp_1069,1,0,0,0.15087783685029568,0.191422433854704,0.0,1.567707895329888,1,1,1,0.24376470407298562,0.0,0.0,0.0,0.9144749904175161,0.894913830273737,13.893708402543549,17287.663947030076,42.695415811804104,0.0,112.00525633961382,116.2507502269876,ORGANIC_SINGLE,0
comp_107,3,2,1,0.6123915901403776,0.3043711875042782,286.48943663305556,0.006011093045959828,2,2,3,0.2648493425216746,0.5459036761149724,0.0,0.5983279398009919,0.6312781263011684,0.448574272899558,22.879501644280737,45785.714543182425,43.69990945100829,0.0,1073.9980901716517,351.98084572307596,FAMILY_FRIEND,0
comp_1070,1,0,0,0.0,0.0,0.0,1.3824055950429188,1,1,1,0.0,0.06153564140009633,0.006963370166833203,0.0,0.7088268742249784,0.7695749869713764,5.506539300882807,4394.968886504367,5.780958368744235,0.04225510865455807,438.8690008296108,393.09934045207825,ORGANIC_SINGLE,0
comp_1071,1,0,0,0.11867758773158242,0.0,0.0,1.3216598839369305,1,1,1,0.05641425076564246,0.0005322524114363109,0.05890913161088753,0.0,1.0,1.0,4.254727641424615,5052.567110048738,15.833702097285563,0.0,446.1146260682853,410.8912802292284,ORGANIC_SINGLE,0
comp_1072,2,1,1,0.5780990199088106,0.38544940143802137,13.264034907222223,0.10457721014866427,2,1,2,0.0,0.5707358272711236,0.03558432998458309,0.3642573141639689,0.6129300600443883,0.634330973606128,10.263750705092127,20483.3634819957,10.775415561759125,0.5157356682290192,757.1729572836578,343.96123862957205,FAMILY_FRIEND,0
comp_1073,5,4,1,0.1516437746473945,0.8776855282705412,39.67587119666666,0.14037560184769948,5,4,4,0.0,0.0,0.1106003171916621,0.9274643407422541,0.26551236515176496,0.042695393432283235,6.049946892945037,17516.383200844193,102.70440672170413,0.08770692941685575,1260.507162172158,249.65199674859184,FAMILY_FRIEND,0
comp_1074,1,0,0,0.0,0.14192093186404856,0.0,1.0954959346286155,1,1,1,0.0,0.0,0.0,0.22360084173641223,0.9294068425160137,0.9257519614542149,20.18565962146878,34464.73120289112,40.10161206098539,0.0,57.418932029661946,48.469311246271715,ORGANIC_SINGLE,0
comp_1075,1,0,0,0.15610952551377666,0.053928380059520276,0.0,1.2626670716419959,1,1,1,0.0,0.0,0.12655786231242816,0.0,0.8364910121852343,1.0,6.426538981831257,7215.113429688802,14.183690024583665,0.0,379.67813741598775,291.8507113810206,ORGANIC_SINGLE,0
comp_1076,1,0,0,0.0,0.0,0.0,0.8649190063953803,1,1,1,0.0,0.09755322100266399,0.0,0.0,1.0,0.8826397271325165,5.186064165943129,8667.623676783707,21.38371183760816,0.3595501835952492,331.7425804787563,376.1633180031568,ORGANIC_SINGLE,0
comp_1077,4,3,1,0.15798394083650727,0.9626940195454567,385.6047461194444,0.007590225183194134,3,4,4,0.4365804441904356,0.0,0.33628484790216456,0.2866089899776365,0.45916393243705206,0.5308500451456103,4.651172967508468,7905.743584642043,20.56800322951428,0.08216284828005435,1013.7389826513974,238.87548831698518,FAMILY_FRIEND,0
